Source,Target
ABZ,LGW
ABZ,LTN
ACE,LGW
ACE,LPL
ADB,LGW
AGA,CDG
AGA,LGW
AGA,LYS
AGA,SXF
AGP,BFS
AGP,BRS
AGP,BSL
AGP,CDG
AGP,GLA
AGP,GVA
AGP,LGW
AGP,LPL
AGP,LTN
AGP,MAN
AGP,MXP
AGP,NCL
AGP,SEN
AGP,STN
AGP,SXF
AHO,MXP
AJA,BSL
AJA,CDG
AJA,GVA
AJA,LGW
AJA,LYS
AJA,MXP
ALC,BFS
ALC,BRS
ALC,BSL
ALC,EDI
ALC,GLA
ALC,GVA
ALC,LGW
ALC,LPL
ALC,LTN
ALC,MAN
ALC,NCL
ALC,SEN
AMM,LGW
AMS,BFS
AMS,BRS
AMS,BSL
AMS,EDI
AMS,FCO
AMS,GLA
AMS,GVA
AMS,LGW
AMS,LIS
AMS,LPL
AMS,LTN
AMS,MAN
AMS,MXP
AMS,NCL
AMS,PRG
AMS,SEN
AMS,SPU
AMS,STN
AMS,SXF
ARN,GVA
ATH,EDI
ATH,FCO
ATH,GVA
ATH,LGW
ATH,MAN
ATH,MXP
ATH,ORY
ATH,SXF
AYT,BSL
AYT,LGW
AYT,MAN
BCN,BFS
BCN,BRS
BCN,BSL
BCN,CDG
BCN,GVA
BCN,LGW
BCN,LPL
BCN,LTN
BCN,LYS
BCN,MXP
BCN,NCE
BCN,NCL
BCN,SEN
BCN,SXF
BDS,GVA
BDS,MXP
BDS,ORY
BEG,MXP
BES,LYS
BFS,AGP
BFS,ALC
BFS,AMS
BFS,BCN
BFS,BHX
BFS,BRS
BFS,CDG
BFS,EDI
BFS,FAO
BFS,GLA
BFS,IBZ
BFS,KRK
BFS,LGW
BFS,LPL
BFS,LTN
BFS,MAN
BFS,MLA
BFS,NCE
BFS,NCL
BFS,PMI
BFS,SEN
BFS,STN
BGO,LGW
BHX,BFS
BIA,CDG
BIA,GVA
BIA,LGW
BIA,LYS
BIA,MAN
BIA,TLS
BIO,GVA
BIO,LIS
BIO,MAN
BIO,STN
BIQ,CDG
BIQ,LGW
BIQ,LYS
BJV,BRS
BJV,LGW
BJV,LPL
BJV,STN
BLQ,CDG
BLQ,LGW
BOD,BRS
BOD,BSL
BOD,GVA
BOD,LGW
BOD,LIL
BOD,LIS
BOD,LPL
BOD,LTN
BOD,LYS
BOD,MXP
BOD,NCE
BRI,CDG
BRI,LGW
BRI,MXP
BRS,AGP
BRS,ALC
BRS,AMS
BRS,BCN
BRS,BFS
BRS,BJV
BRS,BOD
BRS,CDG
BRS,CFU
BRS,CPH
BRS,DLM
BRS,EDI
BRS,FAO
BRS,FCO
BRS,FNC
BRS,FUE
BRS,GLA
BRS,GVA
BRS,HER
BRS,IBZ
BRS,INV
BRS,KRK
BRS,LIS
BRS,LRH
BRS,MAD
BRS,MAH
BRS,MJV
BRS,MRS
BRS,NAP
BRS,NCE
BRS,NCL
BRS,OLB
BRS,PFO
BRS,PMI
BRS,PRG
BRS,PSA
BRS,SPU
BRS,SXF
BRS,TFS
BRS,TLS
BRU,BSL
BRU,GVA
BRU,LYS
BRU,MXP
BRU,NCE
BRU,SXF
BRU,TLS
BSL,AGP
BSL,AJA
BSL,ALC
BSL,AMS
BSL,AYT
BSL,BCN
BSL,BOD
BSL,BRU
BSL,BUD
BSL,CAG
BSL,CPH
BSL,CTA
BSL,DRS
BSL,DUS
BSL,EDI
BSL,FAO
BSL,FCO
BSL,HAM
BSL,IBZ
BSL,LGW
BSL,LIS
BSL,LPA
BSL,MAD
BSL,MAN
BSL,NAP
BSL,NCE
BSL,NTE
BSL,OLB
BSL,OPO
BSL,PMI
BSL,PRN
BSL,RAK
BSL,SAW
BSL,SCQ
BSL,SKG
BSL,SPU
BSL,SXF
BSL,TFS
BSL,TLS
BSL,TLV
BSL,VCE
BUD,BSL
BUD,CDG
BUD,GVA
