Source,Target
AAR,AGP
AAR,ALC
AAR,GRO
AAR,PMI
AAR,RYG
AAR,STN
ACE,BCN
ACE,BGY
ACE,BHX
ACE,BLQ
ACE,BOH
ACE,BRS
ACE,CRL
ACE,DUB
ACE,EDI
ACE,EIN
ACE,EMA
ACE,FKB
ACE,HHN
ACE,LBA
ACE,LPL
ACE,LTN
ACE,MAD
ACE,MAN
ACE,NOC
ACE,NRN
ACE,ORK
ACE,PIK
ACE,SCQ
ACE,SDR
ACE,SNN
ACE,STN
ACE,SVQ
ACE,VLL
ACE,ZAZ
AGA,CRL
AGA,EIN
AGA,MRS
AGA,NRN
AGH,ALC
AGP,AAR
AGP,BCN
AGP,BGY
AGP,BHX
AGP,BLL
AGP,BLQ
AGP,BOH
AGP,BRE
AGP,BRS
AGP,BTS
AGP,BVA
AGP,CGN
AGP,CRL
AGP,DTM
AGP,DUB
AGP,EDI
AGP,EIN
AGP,EMA
AGP,FKB
AGP,FMM
AGP,FMO
AGP,GSE
AGP,HAU
AGP,HHN
AGP,IBZ
AGP,KRK
AGP,LBA
AGP,LEJ
AGP,LPL
AGP,MAN
AGP,MMX
AGP,MRS
AGP,MST
AGP,NOC
AGP,NRN
AGP,NUE
AGP,NYO
AGP,ORK
AGP,PIK
AGP,PMI
AGP,RYG
AGP,SCQ
AGP,SDR
AGP,SNN
AGP,STN
AGP,TMP
AGP,TRF
AGP,TSF
AGP,VLC
AGP,VLL
AGP,VST
AGP,WRO
AHO,AOI
AHO,BGY
AHO,BLL
AHO,BTS
AHO,BVA
AHO,CIA
AHO,CRL
AHO,CUF
AHO,DTM
AHO,DUB
AHO,EIN
AHO,FMM
AHO,GRO
AHO,GSE
AHO,HHN
AHO,LTN
AHO,MAD
AHO,NRN
AHO,NYO
AHO,PMF
AHO,PSA
AHO,STN
AHO,TRF
AHO,TRS
AHO,TSF
ALC,AAR
ALC,AGH
ALC,BGY
ALC,BHX
ALC,BLL
ALC,BLQ
ALC,BOH
ALC,BRE
ALC,BRS
ALC,BUD
ALC,BVA
ALC,CRL
ALC,DUB
ALC,EDI
ALC,EIN
ALC,EMA
ALC,FKB
ALC,FMM
ALC,GSE
ALC,HAU
ALC,HHN
ALC,KIR
ALC,KRK
ALC,KTW
ALC,KUN
ALC,LBA
ALC,LDY
ALC,LPL
