Source,Target
AMD,BLR
AMD,BOM
AMD,CCU
AMD,DEL
AMD,GOI
AMD,HYD
AMD,JAI
AMD,MAA
AMD,PNQ
BBI,BOM
BBI,CCU
BBI,DEL
BBI,HYD
BBI,VTZ
BDQ,BOM
BDQ,DEL
BKK,CCU
BKK,DEL
BLR,AMD
BLR,BOM
BLR,CCU
BLR,COK
BLR,DEL
BLR,GAU
BLR,GOI
BLR,HYD
BLR,JAI
BLR,LKO
BLR,MAA
BLR,NAG
BLR,PNQ
BLR,TRV
BOM,AMD
BOM,BBI
BOM,BDQ
BOM,BLR
BOM,CCU
BOM,CJB
BOM,COK
BOM,DEL
BOM,DXB
BOM,GOI
BOM,HYD
BOM,IDR
BOM,IXC
BOM,IXJ
BOM,JAI
BOM,LKO
BOM,MAA
BOM,MCT
BOM,NAG
BOM,PAT
BOM,SXR
BOM,TRV
BOM,VTZ
CCU,AMD
CCU,BBI
CCU,BKK
CCU,BLR
CCU,BOM
CCU,DEL
CCU,DIB
CCU,GAU
CCU,HYD
CCU,IMF
CCU,IXA
CCU,JAI
CCU,MAA
CCU,NAG
CCU,PAT
CCU,RPR
CJB,BOM
CJB,DEL
CJB,HYD
CJB,MAA
COK,BLR
COK,BOM
COK,DEL
COK,DXB
COK,HYD
COK,MAA
COK,TRV
DEL,AMD
DEL,BBI
DEL,BDQ
DEL,BKK
DEL,BLR
DEL,BOM
DEL,CCU
DEL,CJB
DEL,COK
DEL,DXB
DEL,GAU
DEL,GOI
DEL,HYD
DEL,IDR
DEL,IXJ
DEL,IXR
DEL,KTM
DEL,LKO
DEL,MAA
DEL,NAG
DEL,PAT
DEL,PNQ
DEL,RPR
DEL,SXR
DIB,CCU
DXB,BOM
DXB,COK
DXB,DEL
DXB,HYD
DXB,MAA
DXB,TRV
GAU,BLR
GAU,CCU
GAU,DEL
GAU,IMF
GAU,IXA
GOI,AMD
GOI,BLR
GOI,BOM
GOI,DEL
HYD,AMD
HYD,BBI
HYD,BLR
HYD,BOM
HYD,CCU
HYD,CJB
HYD,COK
HYD,DEL
HYD,DXB
HYD,JAI
HYD,MAA
HYD,PNQ
HYD,RPR
HYD,VTZ
IDR,BOM
IDR,DEL
IDR,NAG
IDR,RPR
IMF,CCU
IMF,GAU
IMF,IXA
IXA,CCU
IXA,GAU
IXA,IMF
IXC,BOM
IXJ,DEL
IXJ,SXR
IXR,BOM
IXR,DEL
IXR,PAT
JAI,AMD
JAI,BLR
JAI,BOM
JAI,CCU
JAI,HYD
KTM,DEL
LKO,BLR
LKO,BOM
LKO,DEL
LKO,PAT
MAA,AMD
MAA,BLR
MAA,BOM
MAA,CCU
MAA,CJB
MAA,COK
MAA,DEL
MAA,DXB
MAA,HYD
MAA,PNQ
MAA,SIN
MAA,TRV
MAA,VTZ
MCT,BOM
NAG,BLR
NAG,BOM
NAG,CCU
NAG,DEL
NAG,IDR
NAG,PNQ
PAT,CCU
PAT,DEL
PAT,IXR
PAT,LKO
PNQ,AMD
PNQ,BLR
PNQ,DEL
PNQ,HYD
PNQ,MAA
PNQ,NAG
RPR,CCU
RPR,DEL
RPR,HYD
RPR,IDR
SIN,MAA
SXR,BOM
SXR,DEL
SXR,IXJ
TRV,BLR
TRV,BOM
TRV,COK
TRV,DXB
TRV,MAA
VTZ,BBI
VTZ,BOM
VTZ,HYD
VTZ,MAA
