Source,Target
AAR,GRO
AAR,STN
ABZ,DUB
AGA,MRS
AGP,BHX
AGP,BOH
AGP,BRE
AGP,CRL
AGP,DUB
AGP,EDI
AGP,EMA
AGP,HHN
AGP,LPL
AGP,MRS
AGP,NRN
AGP,PIK
AGP,SNN
AGP,STN
AHO,AOI
AHO,BGY
AHO,BLL
AHO,BRE
AHO,BRI
AHO,BVA
AHO,CIA
AHO,CRL
AHO,DUB
AHO,EIN
AHO,FMM
AHO,GOA
AHO,GRO
AHO,GRZ
AHO,HHN
AHO,LBC
AHO,LPL
AHO,MAD
AHO,NRN
AHO,NYO
AHO,PMF
AHO,PSA
AHO,REU
AHO,STN
AHO,TRF
AHO,TSF
AHO,VBS
ALC,BGY
ALC,BHX
ALC,BLL
ALC,BOH
ALC,BRE
ALC,BSL
ALC,BTS
ALC,BVA
ALC,CRL
ALC,DSA
ALC,DUB
ALC,EDI
ALC,EMA
ALC,FKB
ALC,GSE
ALC,LBA
ALC,LDY
ALC,LGW
ALC,LPL
ALC,MAD
ALC,MME
ALC,MST
ALC,NOC
ALC,NQY
ALC,NRN
ALC,NYO
ALC,PMI
ALC,SNN
ALC,STN
ALC,TRF
ALC,WRO
ALC,ZAZ
ANG,STN
AOC,EDI
AOC,GRO
AOC,STN
AOI,AHO
AOI,NRN
AOI,STN
BDS,BGY
BDS,BLQ
BDS,CRL
BDS,STN
BES,DUB
BES,LTN
BES,MRS
BGY,AHO
BGY,ALC
BGY,BDS
BGY,BLL
BGY,BRE
BGY,BRI
BGY,BRS
BGY,BTS
BGY,BVA
BGY,CAG
BGY,CIA
BGY,CRL
BGY,DUB
BGY,EIN
BGY,EMA
BGY,FEZ
BGY,GRO
BGY,GRX
BGY,GSE
BGY,HHN
BGY,IBZ
BGY,KRK
BGY,LBC
BGY,LPL
BGY,LTN
BGY,MAD
BGY,MAN
BGY,NRN
BGY,NYO
BGY,OPO
BGY,PIK
BGY,PMO
BGY,RIX
BGY,SDR
BGY,SNN
BGY,STN
BGY,SUF
BGY,SVQ
BGY,SXF
BGY,TMP
BGY,TPS
BGY,TRF
BGY,VLC
BGY,VLL
BGY,ZAZ
BHD,BRS
BHD,EMA
BHD,LPL
BHD,PIK
BHD,STN
BHX,AGP
BHX,ALC
BHX,BIQ
BHX,BLL
BHX,BLQ
BHX,BTS
BHX,BZG
BHX,DUB
BHX,GDN
BHX,GRO
BHX,HHN
BHX,KRK
BHX,KTW
BHX,KUN
BHX,LDY
BHX,MJV
BHX,MRS
BHX,NRN
BHX,NYO
BHX,OLB
BHX,OPO
BHX,PGF
BHX,PIS
BHX,PMI
BHX,PRG
BHX,PSA
BHX,REU
